CBSA Code,CSA Code,CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
41980,490,"San Juan-Carolina-Caguas, PR",Trujillo Alto Municipio,Puerto Rico,72,139
41980,490,"San Juan-Carolina-Caguas, PR",Vega Alta Municipio,Puerto Rico,72,143
41980,490,"San Juan-Carolina-Caguas, PR",Vega Baja Municipio,Puerto Rico,72,145
41980,490,"San Juan-Carolina-Caguas, PR",Yabucoa Municipio,Puerto Rico,72,151
42020,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",San Luis Obispo County,California,6,79
42100,488,"Santa Cruz-Watsonville, CA",Santa Cruz County,California,6,87
42140,106,"Santa Fe, NM",Santa Fe County,New Mexico,35,49
42180,434,"Santa Isabel, PR",Santa Isabel Municipio,Puerto Rico,72,133
42200,,"Santa Maria-Santa Barbara, CA",Santa Barbara County,California,6,83
42220,488,"Santa Rosa, CA",Sonoma County,California,6,97
42300,,"Sault Ste. Marie, MI",Chippewa County,Michigan,26,33
42340,496,"Savannah, GA",Bryan County,Georgia,13,29
42340,496,"Savannah, GA",Chatham County,Georgia,13,51
42340,496,"Savannah, GA",Effingham County,Georgia,13,103
42380,,"Sayre, PA",Bradford County,Pennsylvania,42,15
42420,,"Scottsbluff, NE",Banner County,Nebraska,31,7
42420,,"Scottsbluff, NE",Scotts Bluff County,Nebraska,31,157
42420,,"Scottsbluff, NE",Sioux County,Nebraska,31,165
42460,174,"Scottsboro, AL",Jackson County,Alabama,1,71
42540,,"Scranton--Wilkes-Barre--Hazleton, PA",Lackawanna County,Pennsylvania,42,69
42540,,"Scranton--Wilkes-Barre--Hazleton, PA",Luzerne County,Pennsylvania,42,79
42540,,"Scranton--Wilkes-Barre--Hazleton, PA",Wyoming County,Pennsylvania,42,131
42620,340,"Searcy, AR",White County,Arkansas,5,145
42660,500,"Seattle-Tacoma-Bellevue, WA",King County,Washington,53,33
42660,500,"Seattle-Tacoma-Bellevue, WA",Snohomish County,Washington,53,61
42660,500,"Seattle-Tacoma-Bellevue, WA",Pierce County,Washington,53,53
42680,370,"Sebastian-Vero Beach, FL",Indian River County,Florida,12,61
42700,,"Sebring, FL",Highlands County,Florida,12,55
42740,,"Sedalia, MO",Pettis County,Missouri,29,159
42780,146,"Selinsgrove, PA",Snyder County,Pennsylvania,42,109
42820,,"Selma, AL",Dallas County,Alabama,1,47
42860,273,"Seneca, SC",Oconee County,South Carolina,45,73
42900,464,"Seneca Falls, NY",Seneca County,New York,36,99
42940,314,"Sevierville, TN",Sevier County,Tennessee,47,155
42980,294,"Seymour, IN",Jackson County,Indiana,18,71
43020,267,"Shawano, WI",Menominee County,Wisconsin,55,78
43020,267,"Shawano, WI",Shawano County,Wisconsin,55,115
43060,416,"Shawnee, OK",Pottawatomie County,Oklahoma,40,125
43100,,"Sheboygan, WI",Sheboygan County,Wisconsin,55,117
43140,172,"Shelby, NC",Cleveland County,North Carolina,37,45
43180,400,"Shelbyville, TN",Bedford County,Tennessee,47,3
43220,500,"Shelton, WA",Mason County,Washington,53,45
43260,,"Sheridan, WY",Sheridan County,Wyoming,56,33
43300,206,"Sherman-Denison, TX",Grayson County,Texas,48,181
43320,,"Show Low, AZ",Navajo County,Arizona,4,17
43340,,"Shreveport-Bossier City, LA",Bossier Parish,Louisiana,22,15
43340,,"Shreveport-Bossier City, LA",Caddo Parish,Louisiana,22,17
43340,,"Shreveport-Bossier City, LA",De Soto Parish,Louisiana,22,31
43340,,"Shreveport-Bossier City, LA",Webster Parish,Louisiana,22,119
43380,212,"Sidney, OH",Shelby County,Ohio,39,149
43420,,"Sierra Vista-Douglas, AZ",Cochise County,Arizona,4,3
43460,164,"Sikeston, MO",Scott County,Missouri,29,201
43500,,"Silver City, NM",Grant County,New Mexico,35,17
43580,512,"Sioux City, IA-NE-SD",Plymouth County,Iowa,19,149
43580,512,"Sioux City, IA-NE-SD",Woodbury County,Iowa,19,193
43580,512,"Sioux City, IA-NE-SD",Dakota County,Nebraska,31,43
43580,512,"Sioux City, IA-NE-SD",Dixon County,Nebraska,31,51
43580,512,"Sioux City, IA-NE-SD",Union County,South Dakota,46,127
43620,,"Sioux Falls, SD",Lincoln County,South Dakota,46,83
43620,,"Sioux Falls, SD",McCook County,South Dakota,46,87
43620,,"Sioux Falls, SD",Minnehaha County,South Dakota,46,99
43620,,"Sioux Falls, SD",Turner County,South Dakota,46,125
43660,,"Snyder, TX",Scurry County,Texas,48,415
43700,,"Somerset, KY",Pulaski County,Kentucky,21,199
43740,306,"Somerset, PA",Somerset County,Pennsylvania,42,111
43760,,"Sonora, CA",Tuolumne County,California,6,109
43780,515,"South Bend-Mishawaka, IN-MI",St. Joseph County,Indiana,18,141
43780,515,"South Bend-Mishawaka, IN-MI",Cass County,Michigan,26,27
43900,273,"Spartanburg, SC",Spartanburg County,South Carolina,45,83
43900,273,"Spartanburg, SC",Union County,South Carolina,45,87
43940,452,"Spearfish, SD",Lawrence County,South Dakota,46,81
43980,,"Spencer, IA",Clay County,Iowa,19,41
44020,,"Spirit Lake, IA",Dickinson County,Iowa,19,59
44060,518,"Spokane-Spokane Valley, WA",Pend Oreille County,Washington,53,51
44060,518,"Spokane-Spokane Valley, WA",Spokane County,Washington,53,63
44060,518,"Spokane-Spokane Valley, WA",Stevens County,Washington,53,65
44100,522,"Springfield, IL",Menard County,Illinois,17,129
44100,522,"Springfield, IL",Sangamon County,Illinois,17,167
44140,521,"Springfield, MA",Hampden County,Massachusetts,25,13
44140,521,"Springfield, MA",Hampshire County,Massachusetts,25,15
44180,520,"Springfield, MO",Christian County,Missouri,29,43
44180,520,"Springfield, MO",Dallas County,Missouri,29,59
44180,520,"Springfield, MO",Greene County,Missouri,29,77
44180,520,"Springfield, MO",Polk County,Missouri,29,167
44180,520,"Springfield, MO",Webster County,Missouri,29,225
44220,212,"Springfield, OH",Clark County,Ohio,39,23
44260,,"Starkville, MS",Oktibbeha County,Mississippi,28,105
44300,524,"State College, PA",Centre County,Pennsylvania,42,27
44340,496,"Statesboro, GA",Bulloch County,Georgia,13,31
44420,277,"Staunton-Waynesboro, VA",Augusta County,Virginia,51,15
44420,277,"Staunton-Waynesboro, VA",Staunton city,Virginia,51,790
44420,277,"Staunton-Waynesboro, VA",Waynesboro city,Virginia,51,820
44460,525,"Steamboat Springs, CO",Routt County,Colorado,8,107
44500,,"Stephenville, TX",Erath County,Texas,48,143
44540,,"Sterling, CO",Logan County,Colorado,8,75
44580,221,"Sterling, IL",Whiteside County,Illinois,17,195
44620,554,"Stevens Point, WI",Portage County,Wisconsin,55,97
44660,,"Stillwater, OK",Payne County,Oklahoma,40,119
44700,488,"Stockton-Lodi, CA",San Joaquin County,California,6,77
44740,,"Storm Lake, IA",Buena Vista County,Iowa,19,21
44780,310,"Sturgis, MI",St. Joseph County,Michigan,26,149
44860,206,"Sulphur Springs, TX",Hopkins County,Texas,48,223
44900,470,"Summerville, GA",Chattooga County,Georgia,13,55
44920,482,"Summit Park, UT",Summit County,Utah,49,43
44940,,"Sumter, SC",Sumter County,South Carolina,45,85
44980,146,"Sunbury, PA",Northumberland County,Pennsylvania,42,97
45000,,"Susanville, CA",Lassen County,California,6,35
45020,,"Sweetwater, TX",Nolan County,Texas,48,353
45060,532,"Syracuse, NY",Madison County,New York,36,53
45060,532,"Syracuse, NY",Onondaga County,New York,36,67
45060,532,"Syracuse, NY",Oswego County,New York,36,75
45140,538,"Tahlequah, OK",Cherokee County,Oklahoma,40,21
45180,142,"Talladega-Sylacauga, AL",Coosa County,Alabama,1,37
45180,142,"Talladega-Sylacauga, AL",Talladega County,Alabama,1,121
45220,533,"Tallahassee, FL",Gadsden County,Florida,12,39
45220,533,"Tallahassee, FL",Jefferson County,Florida,12,65
45220,533,"Tallahassee, FL",Leon County,Florida,12,73
45220,533,"Tallahassee, FL",Wakulla County,Florida,12,129
45300,,"Tampa-St. Petersburg-Clearwater, FL",Hernando County,Florida,12,53
45300,,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,Florida,12,57
45300,,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,Florida,12,101
45300,,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Florida,12,103
45340,,"Taos, NM",Taos County,New Mexico,35,55
45380,522,"Taylorville, IL",Christian County,Illinois,17,21
45460,,"Terre Haute, IN",Clay County,Indiana,18,21
45460,,"Terre Haute, IN",Sullivan County,Indiana,18,153
45460,,"Terre Haute, IN",Vermillion County,Indiana,18,165
45460,,"Terre Haute, IN",Vigo County,Indiana,18,167
45500,,"Texarkana, TX-AR",Little River County,Arkansas,5,81
45500,,"Texarkana, TX-AR",Miller County,Arkansas,5,91
45500,,"Texarkana, TX-AR",Bowie County,Texas,48,37
45520,,"The Dalles, OR",Wasco County,Oregon,41,65
45540,422,"The Villages, FL",Sumter County,Florida,12,119
45580,122,"Thomaston, GA",Upson County,Georgia,13,293
45620,,"Thomasville, GA",Thomas County,Georgia,13,275
45660,248,"Tiffin, OH",Seneca County,Ohio,39,147
45700,,"Tifton, GA",Tift County,Georgia,13,277
45740,,"Toccoa, GA",Stephens County,Georgia,13,257
45780,534,"Toledo, OH",Fulton County,Ohio,39,51
45780,534,"Toledo, OH",Lucas County,Ohio,39,95
45780,534,"Toledo, OH",Wood County,Ohio,39,173
45820,,"Topeka, KS",Jackson County,Kansas,20,85
45820,,"Topeka, KS",Jefferson County,Kansas,20,87
45820,,"Topeka, KS",Osage County,Kansas,20,139
45820,,"Topeka, KS",Shawnee County,Kansas,20,177
45820,,"Topeka, KS",Wabaunsee County,Kansas,20,197
45860,408,"Torrington, CT",Litchfield County,Connecticut,9,5
45900,,"Traverse City, MI",Benzie County,Michigan,26,19
45900,,"Traverse City, MI",Grand Traverse County,Michigan,26,55
45900,,"Traverse City, MI",Kalkaska County,Michigan,26,79
45900,,"Traverse City, MI",Leelanau County,Michigan,26,89
45940,408,"Trenton, NJ",Mercer County,New Jersey,34,21
45980,,"Troy, AL",Pike County,Alabama,1,109
46020,472,"Truckee-Grass Valley, CA",Nevada County,California,6,57
46060,536,"Tucson, AZ",Pima County,Arizona,4,19
46100,,"Tullahoma-Manchester, TN",Coffee County,Tennessee,47,31
46100,,"Tullahoma-Manchester, TN",Franklin County,Tennessee,47,51
46100,,"Tullahoma-Manchester, TN",Moore County,Tennessee,47,127
46140,538,"Tulsa, OK",Creek County,Oklahoma,40,37
46140,538,"Tulsa, OK",Okmulgee County,Oklahoma,40,111
46140,538,"Tulsa, OK",Osage County,Oklahoma,40,113
46140,538,"Tulsa, OK",Pawnee County,Oklahoma,40,117
46140,538,"Tulsa, OK",Rogers County,Oklahoma,40,131
46140,538,"Tulsa, OK",Tulsa County,Oklahoma,40,143
46140,538,"Tulsa, OK",Wagoner County,Oklahoma,40,145
46180,,"Tupelo, MS",Itawamba County,Mississippi,28,57
46180,,"Tupelo, MS",Lee County,Mississippi,28,81
46180,,"Tupelo, MS",Pontotoc County,Mississippi,28,115
46220,,"Tuscaloosa, AL",Hale County,Alabama,1,65
46220,,"Tuscaloosa, AL",Pickens County,Alabama,1,107
46220,,"Tuscaloosa, AL",Tuscaloosa County,Alabama,1,125
46300,,"Twin Falls, ID",Jerome County,Idaho,16,53
46300,,"Twin Falls, ID",Twin Falls County,Idaho,16,83
46340,540,"Tyler, TX",Smith County,Texas,48,423
46380,,"Ukiah, CA",Mendocino County,California,6,45
46460,362,"Union City, TN-KY",Fulton County,Kentucky,21,75
46460,362,"Union City, TN-KY",Obion County,Tennessee,47,131
46500,212,"Urbana, OH",Champaign County,Ohio,39,21
46520,,"Urban Honolulu, HI",Honolulu County,Hawaii,15,3
46540,,"Utica-Rome, NY",Herkimer County,New York,36,43
46540,,"Utica-Rome, NY",Oneida County,New York,36,65
46620,,"Uvalde, TX",Uvalde County,Texas,48,463
46660,,"Valdosta, GA",Brooks County,Georgia,13,27
46660,,"Valdosta, GA",Echols County,Georgia,13,101
46660,,"Valdosta, GA",Lanier County,Georgia,13,173
46660,,"Valdosta, GA",Lowndes County,Georgia,13,185
46700,488,"Vallejo-Fairfield, CA",Solano County,California,6,95
46740,194,"Valley, AL",Chambers County,Alabama,1,17
46780,338,"Van Wert, OH",Van Wert County,Ohio,39,161
46820,512,"Vermillion, SD",Clay County,South Dakota,46,27
46860,,"Vernal, UT",Uintah County,Utah,49,47
46900,,"Vernon, TX",Wilbarger County,Texas,48,487
46980,298,"Vicksburg, MS",Claiborne County,Mississippi,28,21
46980,298,"Vicksburg, MS",Warren County,Mississippi,28,149
47020,544,"Victoria, TX",Goliad County,Texas,48,175
47020,544,"Victoria, TX",Victoria County,Texas,48,469
47080,,"Vidalia, GA",Montgomery County,Georgia,13,209
47080,,"Vidalia, GA",Toombs County,Georgia,13,279
47180,,"Vincennes, IN",Knox County,Indiana,18,83
47220,428,"Vineland-Bridgeton, NJ",Cumberland County,New Jersey,34,11
47240,,"Vineyard Haven, MA",Dukes County,Massachusetts,25,7
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,North Carolina,37,53
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,North Carolina,37,73
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Gloucester County,Virginia,51,73
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Isle of Wight County,Virginia,51,93
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",James City County,Virginia,51,95
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Mathews County,Virginia,51,115
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",York County,Virginia,51,199
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake city,Virginia,51,550
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton city,Virginia,51,650
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News city,Virginia,51,700
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk city,Virginia,51,710
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Poquoson city,Virginia,51,735
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth city,Virginia,51,740
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk city,Virginia,51,800
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach city,Virginia,51,810
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Williamsburg city,Virginia,51,830
47300,546,"Visalia-Porterville, CA",Tulare County,California,6,107
47340,,"Wabash, IN",Wabash County,Indiana,18,169
47380,,"Waco, TX",Falls County,Texas,48,145
47380,,"Waco, TX",McLennan County,Texas,48,309
47420,244,"Wahpeton, ND-MN",Wilkin County,Minnesota,27,167
47420,244,"Wahpeton, ND-MN",Richland County,North Dakota,38,77
47460,,"Walla Walla, WA",Columbia County,Washington,53,13
47460,,"Walla Walla, WA",Walla Walla County,Washington,53,71
47540,338,"Wapakoneta, OH",Auglaize County,Ohio,39,11
47580,356,"Warner Robins, GA",Houston County,Georgia,13,153
47580,356,"Warner Robins, GA",Peach County,Georgia,13,225
47580,356,"Warner Robins, GA",Pulaski County,Georgia,13,235
47620,,"Warren, PA",Warren County,Pennsylvania,42,123
47660,312,"Warrensburg, MO",Johnson County,Missouri,29,101
47700,,"Warsaw, IN",Kosciusko County,Indiana,18,85
47780,,"Washington, IN",Daviess County,Indiana,18,27
47820,274,"Washington, NC",Beaufort County,North Carolina,37,13
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County,Maryland,24,21
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,Maryland,24,31
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,District of Columbia,11,1
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County,Maryland,24,9
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,Maryland,24,17
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,Maryland,24,33
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,Virginia,51,13
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Clarke County,Virginia,51,43
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Culpeper County,Virginia,51,47
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,Virginia,51,59
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fauquier County,Virginia,51,61
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,Virginia,51,107
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,Virginia,51,153
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rappahannock County,Virginia,51,157
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,Virginia,51,177
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,Virginia,51,179
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Warren County,Virginia,51,187
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,Virginia,51,510
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax city,Virginia,51,600
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Falls Church city,Virginia,51,610
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fredericksburg city,Virginia,51,630
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas city,Virginia,51,683
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas Park city,Virginia,51,685
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Jefferson County,West Virginia,54,37
47920,198,"Washington Court House, OH",Fayette County,Ohio,39,47
47940,,"Waterloo-Cedar Falls, IA",Black Hawk County,Iowa,19,13
47940,,"Waterloo-Cedar Falls, IA",Bremer County,Iowa,19,17
47940,,"Waterloo-Cedar Falls, IA",Grundy County,Iowa,19,75
47980,,"Watertown, SD",Codington County,South Dakota,46,29
48020,376,"Watertown-Fort Atkinson, WI",Jefferson County,Wisconsin,55,55
48060,,"Watertown-Fort Drum, NY",Jefferson County,New York,36,45
48100,,"Wauchula, FL",Hardee County,Florida,12,49
48140,554,"Wausau, WI",Marathon County,Wisconsin,55,73
48180,,"Waycross, GA",Pierce County,Georgia,13,229
48180,,"Waycross, GA",Ware County,Georgia,13,299
48220,,"Weatherford, OK",Custer County,Oklahoma,40,39
48260,430,"Weirton-Steubenville, WV-OH",Jefferson County,Ohio,39,81
48260,430,"Weirton-Steubenville, WV-OH",Brooke County,West Virginia,54,9
48260,430,"Weirton-Steubenville, WV-OH",Hancock County,West Virginia,54,29
48300,,"Wenatchee, WA",Chelan County,Washington,53,7
48300,,"Wenatchee, WA",Douglas County,Washington,53,17
48460,,"West Plains, MO",Howell County,Missouri,29,91
48500,200,"West Point, MS",Clay County,Mississippi,28,25
48540,,"Wheeling, WV-OH",Belmont County,Ohio,39,13
48540,,"Wheeling, WV-OH",Marshall County,West Virginia,54,51
48540,,"Wheeling, WV-OH",Ohio County,West Virginia,54,69
48580,376,"Whitewater-Elkhorn, WI",Walworth County,Wisconsin,55,127
48620,556,"Wichita, KS",Butler County,Kansas,20,15
48620,556,"Wichita, KS",Harvey County,Kansas,20,79
48620,556,"Wichita, KS",Kingman County,Kansas,20,95
48620,556,"Wichita, KS",Sedgwick County,Kansas,20,173
48620,556,"Wichita, KS",Sumner County,Kansas,20,191
48660,,"Wichita Falls, TX",Archer County,Texas,48,9
48660,,"Wichita Falls, TX",Clay County,Texas,48,77
48660,,"Wichita Falls, TX",Wichita County,Texas,48,485
48700,558,"Williamsport, PA",Lycoming County,Pennsylvania,42,81
48780,,"Williston, ND",Williams County,North Dakota,38,105
48820,,"Willmar, MN",Kandiyohi County,Minnesota,27,67
48900,,"Wilmington, NC",New Hanover County,North Carolina,37,129
48900,,"Wilmington, NC",Pender County,North Carolina,37,141
48940,178,"Wilmington, OH",Clinton County,Ohio,39,27
48980,468,"Wilson, NC",Wilson County,North Carolina,37,195
49020,548,"Winchester, VA-WV",Frederick County,Virginia,51,69
49020,548,"Winchester, VA-WV",Winchester city,Virginia,51,840
49020,548,"Winchester, VA-WV",Hampshire County,West Virginia,54,27
49080,,"Winnemucca, NV",Humboldt County,Nevada,32,13
49100,,"Winona, MN",Winona County,Minnesota,27,169
49180,268,"Winston-Salem, NC",Davidson County,North Carolina,37,57
49180,268,"Winston-Salem, NC",Davie County,North Carolina,37,59
49180,268,"Winston-Salem, NC",Forsyth County,North Carolina,37,67
49180,268,"Winston-Salem, NC",Stokes County,North Carolina,37,169
49180,268,"Winston-Salem, NC",Yadkin County,North Carolina,37,197
49220,554,"Wisconsin Rapids-Marshfield, WI",Wood County,Wisconsin,55,141
49260,,"Woodward, OK",Woodward County,Oklahoma,40,153
49300,,"Wooster, OH",Wayne County,Ohio,39,169
49340,148,"Worcester, MA-CT",Windham County,Connecticut,9,15
49340,148,"Worcester, MA-CT",Worcester County,Massachusetts,25,27
49380,,"Worthington, MN",Nobles County,Minnesota,27,105
49420,,"Yakima, WA",Yakima County,Washington,53,77
49460,,"Yankton, SD",Yankton County,South Dakota,46,135
49620,276,"York-Hanover, PA",York County,Pennsylvania,42,133
49660,566,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,Ohio,39,99
49660,566,"Youngstown-Warren-Boardman, OH-PA",Trumbull County,Ohio,39,155
49660,566,"Youngstown-Warren-Boardman, OH-PA",Mercer County,Pennsylvania,42,85
49700,472,"Yuba City, CA",Sutter County,California,6,101
49700,472,"Yuba City, CA",Yuba County,California,6,115
49740,,"Yuma, AZ",Yuma County,Arizona,4,27
49780,198,"Zanesville, OH",Muskingum County,Ohio,39,119
49820,,"Zapata, TX",Zapata County,Texas,48,505
